id,keywords
705,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2887, ""name"": ""manipulation""}, {""id"": 3177, ""name"": ""fan""}, {""id"": 6167, ""name"": ""engagement""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10644, ""name"": ""melodrama""}, {""id"": 10965, ""name"": ""playwright""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 14530, ""name"": ""director""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 15320, ""name"": ""insecurity""}, {""id"": 155624, ""name"": ""envy""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 156273, ""name"": ""critic""}, {""id"": 156866, ""name"": ""based on short story""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 207583, ""name"": ""actress""}, {""id"": 210205, ""name"": ""entertainment""}]"
706,"[{""id"": 220, ""name"": ""berlin""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1587, ""name"": ""way of life""}, {""id"": 1904, ""name"": ""life planning""}, {""id"": 2487, ""name"": ""naivety""}, {""id"": 3503, ""name"": ""northern germany""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 215092, ""name"": ""baltic sea""}]"
707,"[{""id"": 90, ""name"": ""paris""}, {""id"": 212, ""name"": ""london england""}, {""id"": 254, ""name"": ""france""}, {""id"": 392, ""name"": ""england""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 643, ""name"": ""horse race""}, {""id"": 657, ""name"": ""fire""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 726, ""name"": ""drug abuse""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3518, ""name"": ""ascot""}, {""id"": 3519, ""name"": ""silicon valley""}, {""id"": 3520, ""name"": ""zeppelin""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 3522, ""name"": ""snowboarding""}, {""id"": 3523, ""name"": ""microchip""}, {""id"": 3524, ""name"": ""doping""}, {""id"": 3525, ""name"": ""racehorse""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 3535, ""name"": ""pipeline""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 159558, ""name"": ""skiing""}]"
708,"[{""id"": 212, ""name"": ""london england""}, {""id"": 374, ""name"": ""smuggling of arms""}, {""id"": 378, ""name"": ""prison""}, {""id"": 392, ""name"": ""england""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 470, ""name"": ""spy""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 1610, ""name"": ""country estate""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3269, ""name"": ""secret mission""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3529, ""name"": ""renegade""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3532, ""name"": ""tangier morocco""}, {""id"": 3534, ""name"": ""big wheel""}, {""id"": 3535, ""name"": ""pipeline""}, {""id"": 3536, ""name"": ""cello""}, {""id"": 3537, ""name"": ""orchestra""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 3539, ""name"": ""czechoslovakia""}, {""id"": 3540, ""name"": ""bratislava""}, {""id"": 3541, ""name"": ""afghanistan""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 5886, ""name"": ""schloss schönbrunn""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 233055, ""name"": ""vienna""}]"
709,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 3435, ""name"": ""floatplane""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3545, ""name"": ""tank car""}, {""id"": 3546, ""name"": ""florida keys""}, {""id"": 3547, ""name"": ""coast guard""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 156095, ""name"": ""british secret service""}]"
710,"[{""id"": 701, ""name"": ""cuba""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3268, ""name"": ""secret base""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3278, ""name"": ""kgb""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3560, ""name"": ""cossack""}, {""id"": 3561, ""name"": ""electromagnetic pulse""}, {""id"": 3562, ""name"": ""time bomb""}, {""id"": 3563, ""name"": ""st. petersburg russia""}, {""id"": 3564, ""name"": ""ejection seat""}, {""id"": 193008, ""name"": ""red army""}]"
711,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 496, ""name"": ""poetry""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1310, ""name"": ""mentor""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2132, ""name"": ""literature""}, {""id"": 3192, ""name"": ""intellectually gifted""}, {""id"": 3548, ""name"": ""plagiarism""}, {""id"": 3549, ""name"": ""literature competition""}, {""id"": 3551, ""name"": ""private school""}, {""id"": 3553, ""name"": ""manuscript""}, {""id"": 3556, ""name"": ""seclusion""}, {""id"": 3558, ""name"": ""pulitzer prize""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5614, ""name"": ""idol""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6278, ""name"": ""scholarship""}, {""id"": 170652, ""name"": ""father figure""}]"
712,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1334, ""name"": ""wedding vows""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1873, ""name"": ""yuppie""}, {""id"": 2038, ""name"": ""love of ones life""}, {""id"": 3568, ""name"": ""lone wolf""}, {""id"": 3577, ""name"": ""snob""}, {""id"": 3581, ""name"": ""witness""}, {""id"": 3582, ""name"": ""bride""}, {""id"": 3583, ""name"": ""bridegroom""}, {""id"": 3584, ""name"": ""bridesmaid""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 5347, ""name"": ""clumsy fellow""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 236055, ""name"": ""gay couple""}]"
713,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 388, ""name"": ""scotland""}, {""id"": 456, ""name"": ""mother""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 1942, ""name"": ""strangeness""}, {""id"": 2060, ""name"": ""penalty""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2658, ""name"": ""new zealand""}, {""id"": 2659, ""name"": ""maori""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 3590, ""name"": ""piano lessons""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 3595, ""name"": ""deceived husband""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 187056, ""name"": ""woman director""}]"
714,"[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 470, ""name"": ""spy""}, {""id"": 478, ""name"": ""china""}, {""id"": 1774, ""name"": ""news broadcast""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3587, ""name"": ""media tycoon""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 164713, ""name"": ""hamburg germany""}]"
742,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 1192, ""name"": ""sweden""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1253, ""name"": ""roommate""}, {""id"": 1698, ""name"": ""ideology""}, {""id"": 1773, ""name"": ""socialism""}, {""id"": 2383, ""name"": ""feminism""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 2821, ""name"": ""pacifism""}, {""id"": 3469, ""name"": ""utopia""}, {""id"": 9457, ""name"": ""single""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 220491, ""name"": ""anti-authoritarian""}]"
744,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 1014, ""name"": ""loss of lover""}, {""id"": 2533, ""name"": ""fighter pilot""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3564, ""name"": ""ejection seat""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3776, ""name"": ""officer""}, {""id"": 3777, ""name"": ""training camp""}, {""id"": 3779, ""name"": ""air force""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 3994, ""name"": ""battle assignment""}, {""id"": 4410, ""name"": ""u.s. navy""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 207414, ""name"": ""pilot school""}]"
745,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 1335, ""name"": ""sense of guilt""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2800, ""name"": ""psychology""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6155, ""name"": ""afterlife""}, {""id"": 9457, ""name"": ""single""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 208349, ""name"": ""child""}, {""id"": 210530, ""name"": ""spiritism""}]"
746,"[{""id"": 188, ""name"": ""buddhism""}, {""id"": 233, ""name"": ""japan""}, {""id"": 236, ""name"": ""suicide""}, {""id"": 478, ""name"": ""china""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 3995, ""name"": ""manchuria""}, {""id"": 3996, ""name"": ""dynasty""}, {""id"": 3999, ""name"": ""reeducation camp""}, {""id"": 4004, ""name"": ""cultural revolution""}, {""id"": 4005, ""name"": ""human experimentation""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6285, ""name"": ""coup detat""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 33683, ""name"": ""beijing""}, {""id"": 163048, ""name"": ""decadence""}, {""id"": 173644, ""name"": ""communism""}]"
747,"[{""id"": 639, ""name"": ""record collection""}, {""id"": 2382, ""name"": ""flower""}, {""id"": 2836, ""name"": ""cheese""}, {""id"": 5319, ""name"": ""pub""}, {""id"": 6581, ""name"": ""surrey""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14744, ""name"": ""english""}, {""id"": 18298, ""name"": ""tv show in film""}, {""id"": 33615, ""name"": ""cricket bat""}, {""id"": 33616, ""name"": ""broken bottle""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155479, ""name"": ""british pub""}, {""id"": 191076, ""name"": ""english pub""}, {""id"": 233944, ""name"": ""youve got red on you""}]"
750,"[{""id"": 351, ""name"": ""poison""}, {""id"": 1610, ""name"": ""country estate""}, {""id"": 1735, ""name"": ""amateur detective""}, {""id"": 1752, ""name"": ""detective inspector""}, {""id"": 2702, ""name"": ""golf""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 3865, ""name"": ""employment agency""}, {""id"": 198096, ""name"": ""miss marple""}, {""id"": 207046, ""name"": ""murder mystery""}]"
751,"[{""id"": 1735, ""name"": ""amateur detective""}, {""id"": 1786, ""name"": ""heart attack""}, {""id"": 2284, ""name"": ""horseback riding""}, {""id"": 2850, ""name"": ""testament""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 3877, ""name"": ""covered investigation""}, {""id"": 3878, ""name"": ""eavesdropping""}, {""id"": 3879, ""name"": ""suspect""}, {""id"": 198096, ""name"": ""miss marple""}, {""id"": 207046, ""name"": ""murder mystery""}]"
752,"[{""id"": 703, ""name"": ""detective""}, {""id"": 716, ""name"": ""vatican""}, {""id"": 1755, ""name"": ""fascism""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 3603, ""name"": ""fascist""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6086, ""name"": ""government""}, {""id"": 7525, ""name"": ""chancellor""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11476, ""name"": ""personification of satan""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 158456, ""name"": ""masked vigilante""}, {""id"": 161207, ""name"": ""catholicism""}, {""id"": 172391, ""name"": ""catholic priest""}, {""id"": 175949, ""name"": ""catholic guilt""}, {""id"": 189995, ""name"": ""jesuit""}, {""id"": 198331, ""name"": ""vengeful spirit""}, {""id"": 208647, ""name"": ""activist""}, {""id"": 208725, ""name"": ""irish catholic""}, {""id"": 214978, ""name"": ""vengeful""}, {""id"": 220888, ""name"": ""jesuit priest""}, {""id"": 221385, ""name"": ""gnosticism""}, {""id"": 221387, ""name"": ""occultism""}]"
753,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15160, ""name"": ""divorce""}]"
754,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 3868, ""name"": ""face transplant""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 10614, ""name"": ""tragedy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12391, ""name"": ""boat chase""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 170212, ""name"": ""criminal gang""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188134, ""name"": ""golden gun""}, {""id"": 194942, ""name"": ""arch villain""}, {""id"": 208708, ""name"": ""bullet ballet""}]"
755,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 459, ""name"": ""sexual obsession""}, {""id"": 797, ""name"": ""showdown""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 1664, ""name"": ""eroticism""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 4063, ""name"": ""siege""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 18072, ""name"": ""preacher""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 41380, ""name"": ""crucifix""}, {""id"": 163795, ""name"": ""recreational vehicle""}, {""id"": 167664, ""name"": ""blood spurting""}, {""id"": 168152, ""name"": ""convenience store""}, {""id"": 174878, ""name"": ""female vampire""}, {""id"": 188711, ""name"": ""mexican american border""}, {""id"": 191441, ""name"": ""nightclub entertainer""}, {""id"": 227811, ""name"": ""boa constrictor""}]"
756,"[{""id"": 3537, ""name"": ""orchestra""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 190719, ""name"": ""musical segments""}]"
757,"[{""id"": 1417, ""name"": ""jurors""}, {""id"": 1735, ""name"": ""amateur detective""}, {""id"": 1752, ""name"": ""detective inspector""}, {""id"": 3012, ""name"": ""court case""}, {""id"": 3877, ""name"": ""covered investigation""}, {""id"": 3878, ""name"": ""eavesdropping""}, {""id"": 198096, ""name"": ""miss marple""}, {""id"": 207046, ""name"": ""murder mystery""}]"
758,"[{""id"": 351, ""name"": ""poison""}, {""id"": 1316, ""name"": ""captain""}, {""id"": 1735, ""name"": ""amateur detective""}, {""id"": 1752, ""name"": ""detective inspector""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 3877, ""name"": ""covered investigation""}, {""id"": 3878, ""name"": ""eavesdropping""}, {""id"": 3880, ""name"": ""snuff""}, {""id"": 3881, ""name"": ""curatorship""}, {""id"": 3882, ""name"": ""gang of thieves""}, {""id"": 3883, ""name"": ""danger of life""}, {""id"": 198096, ""name"": ""miss marple""}, {""id"": 207046, ""name"": ""murder mystery""}]"
759,"[{""id"": 90, ""name"": ""paris""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1384, ""name"": ""diamant""}, {""id"": 1802, ""name"": ""revuegirls""}, {""id"": 3897, ""name"": ""double wedding""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6099, ""name"": ""jewelry""}, {""id"": 33626, ""name"": ""millionaire""}]"
760,"[{""id"": 90, ""name"": ""paris""}, {""id"": 242, ""name"": ""new york""}, {""id"": 794, ""name"": ""red hair""}, {""id"": 822, ""name"": ""airport""}, {""id"": 835, ""name"": ""jewry""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 1972, ""name"": ""hearing""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 2281, ""name"": ""mistake in person""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 3899, ""name"": ""chewing gum""}, {""id"": 3901, ""name"": ""rabbi""}, {""id"": 3902, ""name"": ""synagogue""}, {""id"": 3903, ""name"": ""bar mitvah""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 236316, ""name"": ""anarchic comedy""}]"
761,"[{""id"": 291, ""name"": ""circus""}, {""id"": 848, ""name"": ""double life""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 3015, ""name"": ""fast food restaurant""}, {""id"": 3152, ""name"": ""planned murder""}, {""id"": 3199, ""name"": ""clown""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3741, ""name"": ""talk show""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 3909, ""name"": ""restaurant guide""}, {""id"": 3910, ""name"": ""restaurant critic""}, {""id"": 3911, ""name"": ""todfeind""}, {""id"": 3912, ""name"": ""tv duel""}, {""id"": 3913, ""name"": ""loss of taste""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 13006, ""name"": ""torture""}]"
762,"[{""id"": 113, ""name"": ""holy grail""}, {""id"": 345, ""name"": ""monk""}, {""id"": 770, ""name"": ""scotland yard""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 3966, ""name"": ""camelot""}, {""id"": 3968, ""name"": ""round table""}, {""id"": 3969, ""name"": ""chapter""}, {""id"": 5160, ""name"": ""aggression by animal""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 10982, ""name"": ""king arthur""}, {""id"": 11327, ""name"": ""wedding reception""}, {""id"": 11487, ""name"": ""midnight movie""}, {""id"": 161817, ""name"": ""monty python""}, {""id"": 177129, ""name"": ""knights of the round table""}, {""id"": 236316, ""name"": ""anarchic comedy""}]"
763,"[{""id"": 351, ""name"": ""poison""}, {""id"": 2658, ""name"": ""new zealand""}, {""id"": 10122, ""name"": ""reanimation""}, {""id"": 11097, ""name"": ""part stop motion""}, {""id"": 11513, ""name"": ""cheating husband""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 12415, ""name"": ""back from the dead""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 157444, ""name"": ""dismemberment""}, {""id"": 157624, ""name"": ""nagging mother""}, {""id"": 157626, ""name"": ""director cameo""}]"
764,"[{""id"": 769, ""name"": ""falsely accused""}, {""id"": 1829, ""name"": ""beheading""}, {""id"": 2380, ""name"": ""audio tape""}, {""id"": 4010, ""name"": ""log cabin""}, {""id"": 4013, ""name"": ""chain saw""}, {""id"": 4014, ""name"": ""giant plant""}, {""id"": 4015, ""name"": ""aggression by plant""}, {""id"": 4748, ""name"": ""lodge""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 157458, ""name"": ""book of the dead""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 189921, ""name"": ""video nasty""}, {""id"": 232281, ""name"": ""unofficial remake""}]"
765,"[{""id"": 7946, ""name"": ""deer""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 11335, ""name"": ""tape recorder""}, {""id"": 12394, ""name"": ""chainsaw""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18451, ""name"": ""over the top""}, {""id"": 155626, ""name"": ""shot in the arm""}, {""id"": 157458, ""name"": ""book of the dead""}, {""id"": 157459, ""name"": ""evil dead""}, {""id"": 157465, ""name"": ""eyeball""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 157468, ""name"": ""tarmac""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157471, ""name"": ""shot through a wall""}]"
766,"[{""id"": 530, ""name"": ""prophecy""}, {""id"": 616, ""name"": ""witch""}, {""id"": 1400, ""name"": ""swordplay""}, {""id"": 1545, ""name"": ""supermarket""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3970, ""name"": ""catapult""}, {""id"": 4013, ""name"": ""chain saw""}, {""id"": 4060, ""name"": ""time frame""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 4065, ""name"": ""pit""}, {""id"": 4066, ""name"": ""windmill""}, {""id"": 4067, ""name"": ""incantation""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10327, ""name"": ""undead""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 41406, ""name"": ""middle ages""}, {""id"": 46958, ""name"": ""good and bad""}, {""id"": 157466, ""name"": ""necronomicon""}, {""id"": 161891, ""name"": ""doppelganger""}]"
767,"[{""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 6333, ""name"": ""wizardry""}, {""id"": 10164, ""name"": ""apparition""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 12564, ""name"": ""werewolf""}]"
768,"[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 4007, ""name"": ""jack the ripper""}]"
769,"[{""id"": 378, ""name"": ""prison""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1196, ""name"": ""florida""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1583, ""name"": ""mass murder""}, {""id"": 1857, ""name"": ""irish-american""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 41523, ""name"": ""brooklyn new york city""}, {""id"": 214983, ""name"": ""crime epic""}, {""id"": 214985, ""name"": ""tampa""}]"
770,"[{""id"": 314, ""name"": ""life and death""}, {""id"": 393, ""name"": ""civil war""}, {""id"": 531, ""name"": ""southern usa""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2076, ""name"": ""atlanta""}, {""id"": 2613, ""name"": ""luxury""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 4020, ""name"": ""typhus""}, {""id"": 4021, ""name"": ""business woman""}, {""id"": 5809, ""name"": ""marriage crisis""}]"
771,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15075, ""name"": ""mischief""}, {""id"": 163841, ""name"": ""booby trap""}, {""id"": 169826, ""name"": ""home alone""}, {""id"": 169829, ""name"": ""suburban chicago""}, {""id"": 169850, ""name"": ""mischievous child""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 208349, ""name"": ""child""}]"
772,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 242, ""name"": ""new york""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 207317, ""name"": ""christmas""}]"
773,"[{""id"": 387, ""name"": ""california""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2783, ""name"": ""familys daily life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 5496, ""name"": ""beauty contest""}, {""id"": 5549, ""name"": ""beauty queen contest""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 33694, ""name"": ""family holiday""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191583, ""name"": ""beauty pageant""}]"
774,"[{""id"": 730, ""name"": ""factory worker""}, {""id"": 1382, ""name"": ""factory""}, {""id"": 4023, ""name"": ""lyon""}, {""id"": 4024, ""name"": ""closing time""}, {""id"": 6966, ""name"": ""film history""}, {""id"": 15126, ""name"": ""historical""}, {""id"": 214549, ""name"": ""short""}]"
